StudentID,FirstName,LastName,Age,Gender,City,State,Email,PhoneNumber,Stage,ExamDateTime,Status
S202500017,Aarav,Reddy,25,Male,Delhi,Delhi,aarav.reddy.s202500017@example.in,9635109659,Technical Entrance Test,2025-01-18 12:15:01,Fail
S202500018,Prachi,Singh,21,Female,Bengaluru,Karnataka,prachi.singh.s202500018@example.in,8257358078,Technical Entrance Test,2025-01-18 12:59:16,Fail
S202500019,Nandini,Bhatia,20,Female,Bhubaneswar,Odisha,nandini.bhatia.s202500019@example.in,7504107147,Technical Entrance Test,2025-01-18 11:13:30,Fail
S202500020,Siddharth,Shetty,25,Male,Chennai,Tamil Nadu,siddharth.shetty.s202500020@example.in,6227557946,Technical Entrance Test,2025-01-18 14:15:58,Fail
S202500021,Manish,Patel,25,Male,Bhopal,Madhya Pradesh,manish.patel.s202500021@example.in,9525899824,Technical Entrance Test,2025-01-18 12:28:09,Fail
S202500022,Sneha,Khan,25,Female,Jaipur,Rajasthan,sneha.khan.s202500022@example.in,6642317963,Technical Entrance Test,2025-01-18 16:11:33,Fail
S202500023,Simran,Reddy,25,Female,Pune,Maharashtra,simran.reddy.s202500023@example.in,6349814531,Technical Entrance Test,2025-01-18 09:04:43,Fail
S202500024,Aishwarya,Menon,23,Female,Bengaluru,Karnataka,aishwarya.menon.s202500024@example.in,8540365097,Technical Entrance Test,2025-01-18 15:14:57,Fail
S202500025,Aditya,Patel,22,Male,Mumbai,Maharashtra,aditya.patel.s202500025@example.in,7214982195,Technical Entrance Test,2025-01-18 17:48:11,Fail
S202500026,Aishwarya,Patel,18,Female,Noida,Uttar Pradesh,aishwarya.patel.s202500026@example.in,9820026221,Technical Entrance Test,2025-01-18 15:20:50,Fail
S202500027,Siddharth,Mishra,24,Male,Kolkata,West Bengal,siddharth.mishra.s202500027@example.in,7079921965,Technical Entrance Test,2025-01-18 16:17:16,Fail
S202500028,Rohan,Banerjee,20,Male,Kolkata,West Bengal,rohan.banerjee.s202500028@example.in,8890059524,Technical Entrance Test,2025-01-18 15:41:59,Fail
S202500029,Bhavya,Mukherjee,24,Female,Bhopal,Madhya Pradesh,bhavya.mukherjee.s202500029@example.in,8693876430,Technical Entrance Test,2025-01-18 10:49:16,Fail
S202500030,Aarav,Gupta,22,Male,Kochi,Kerala,aarav.gupta.s202500030@example.in,7063595601,Technical Entrance Test,2025-01-18 12:23:55,Fail
S202500031,Ishita,Sharma,22,Female,Lucknow,Uttar Pradesh,ishita.sharma.s202500031@example.in,8952933034,Technical Entrance Test,2025-01-18 12:24:28,Fail
S202500032,Rahul,Chatterjee,18,Male,Hyderabad,Telangana,rahul.chatterjee.s202500032@example.in,8815326098,Technical Entrance Test,2025-01-18 15:01:31,Fail
S202500033,Shivam,Jain,24,Male,Jaipur,Rajasthan,shivam.jain.s202500033@example.in,9176088678,Technical Entrance Test,2025-01-18 10:35:41,Fail
S202500034,Tejas,Chatterjee,18,Male,Patna,Bihar,tejas.chatterjee.s202500034@example.in,7006934005,Technical Entrance Test,2025-01-18 11:46:20,Fail
S202500035,Yash,Patel,18,Male,Thiruvananthapuram,Kerala,yash.patel.s202500035@example.in,6755607202,Technical Entrance Test,2025-01-18 11:55:53,Fail
S202500036,Rahul,Menon,25,Male,Visakhapatnam,Andhra Pradesh,rahul.menon.s202500036@example.in,9092061536,Technical Entrance Test,2025-01-18 17:24:19,Fail
S202500037,Pallavi,Tiwari,20,Female,Bengaluru,Karnataka,pallavi.tiwari.s202500037@example.in,9026662544,Technical Entrance Test,2025-01-18 17:40:58,Pass
S202500037,Pallavi,Tiwari,20,Female,Bengaluru,Karnataka,pallavi.tiwari.s202500037@example.in,9026662544,IQ Test,2025-03-01 17:18:55,Pass
S202500037,Pallavi,Tiwari,20,Female,Bengaluru,Karnataka,pallavi.tiwari.s202500037@example.in,9026662544,Descriptive Exam,2025-04-15 09:56:12,Fail
S202500038,Sanjay,Mishra,21,Male,Ahmedabad,Gujarat,sanjay.mishra.s202500038@example.in,6904894229,Technical Entrance Test,2025-01-18 11:28:13,Fail
S202500039,Aditya,Tiwari,19,Male,Delhi,Delhi,aditya.tiwari.s202500039@example.in,8918587284,Technical Entrance Test,2025-01-18 16:37:47,Fail
S202500040,Rohit,Sharma,25,Male,Thiruvananthapuram,Kerala,rohit.sharma.s202500040@example.in,9313380781,Technical Entrance Test,2025-01-18 11:41:47,Pass
S202500040,Rohit,Sharma,25,Male,Thiruvananthapuram,Kerala,rohit.sharma.s202500040@example.in,9313380781,IQ Test,2025-03-01 09:33:24,Fail
S202500041,Manish,Sharma,22,Male,Kolkata,West Bengal,manish.sharma.s202500041@example.in,8038097820,Technical Entrance Test,2025-01-18 09:59:37,Fail
S202500042,Avni,Bhatia,20,Female,Pune,Maharashtra,avni.bhatia.s202500042@example.in,8437740748,Technical Entrance Test,2025-01-18 14:51:34,Fail
S202500043,Gaurav,Gupta,18,Male,Kochi,Kerala,gaurav.gupta.s202500043@example.in,9618495142,Technical Entrance Test,2025-01-18 11:15:05,Pass
S202500043,Gaurav,Gupta,18,Male,Kochi,Kerala,gaurav.gupta.s202500043@example.in,9618495142,IQ Test,2025-03-01 17:11:32,Fail
S202500044,Jahnavi,Menon,22,Female,Chandigarh,Chandigarh,jahnavi.menon.s202500044@example.in,7353112942,Technical Entrance Test,2025-01-18 10:37:02,Fail
S202500045,Kritika,Banerjee,24,Female,Delhi,Delhi,kritika.banerjee.s202500045@example.in,7215338208,Technical Entrance Test,2025-01-18 17:54:21,Fail
S202500046,Diya,Menon,21,Female,Chandigarh,Chandigarh,diya.menon.s202500046@example.in,8302915682,Technical Entrance Test,2025-01-18 16:09:42,Fail
S202500047,Simran,Kaur,24,Female,Chandigarh,Chandigarh,simran.kaur.s202500047@example.in,9438914789,Technical Entrance Test,2025-01-18 11:48:52,Pass
S202500047,Simran,Kaur,24,Female,Chandigarh,Chandigarh,simran.kaur.s202500047@example.in,9438914789,IQ Test,2025-03-01 11:41:48,Fail
S202500048,Ananya,Gupta,24,Female,Bhopal,Madhya Pradesh,ananya.gupta.s202500048@example.in,9921156976,Technical Entrance Test,2025-01-18 17:08:16,Pass
S202500048,Ananya,Gupta,24,Female,Bhopal,Madhya Pradesh,ananya.gupta.s202500048@example.in,9921156976,IQ Test,2025-03-01 10:39:53,Fail
S202500049,Aishwarya,Mishra,18,Female,Bengaluru,Karnataka,aishwarya.mishra.s202500049@example.in,7296312661,Technical Entrance Test,2025-01-18 14:51:16,Fail
S202500050,Rohan,Chatterjee,21,Male,Chandigarh,Chandigarh,rohan.chatterjee.s202500050@example.in,8260349684,Technical Entrance Test,2025-01-18 12:23:36,Fail
S202500051,Akash,Kaur,18,Male,Kochi,Kerala,akash.kaur.s202500051@example.in,8018602434,Technical Entrance Test,2025-01-18 14:22:10,Fail
S202500052,Harini,Ali,23,Female,Chandigarh,Chandigarh,harini.ali.s202500052@example.in,7028042714,Technical Entrance Test,2025-01-18 15:26:09,Fail
S202500053,Kritika,Jain,22,Female,Chennai,Tamil Nadu,kritika.jain.s202500053@example.in,9684905900,Technical Entrance Test,2025-01-18 14:44:19,Pass
S202500053,Kritika,Jain,22,Female,Chennai,Tamil Nadu,kritika.jain.s202500053@example.in,9684905900,IQ Test,2025-03-01 12:52:37,Pass
S202500053,Kritika,Jain,22,Female,Chennai,Tamil Nadu,kritika.jain.s202500053@example.in,9684905900,Descriptive Exam,2025-04-15 16:49:11,Fail
S202500054,Harsh,Verma,18,Male,Noida,Uttar Pradesh,harsh.verma.s202500054@example.in,9473101165,Technical Entrance Test,2025-01-18 12:04:28,Pass
S202500054,Harsh,Verma,18,Male,Noida,Uttar Pradesh,harsh.verma.s202500054@example.in,9473101165,IQ Test,2025-03-01 09:50:50,Pass
S202500054,Harsh,Verma,18,Male,Noida,Uttar Pradesh,harsh.verma.s202500054@example.in,9473101165,Descriptive Exam,2025-04-15 09:41:08,Fail
S202500055,Aditi,Joshi,24,Female,Lucknow,Uttar Pradesh,aditi.joshi.s202500055@example.in,8410048573,Technical Entrance Test,2025-01-18 16:08:38,Pass
S202500055,Aditi,Joshi,24,Female,Lucknow,Uttar Pradesh,aditi.joshi.s202500055@example.in,8410048573,IQ Test,2025-03-01 14:57:09,Fail
S202500056,Nandini,Choudhary,24,Female,Hyderabad,Telangana,nandini.choudhary.s202500056@example.in,6715437462,Technical Entrance Test,2025-01-18 09:55:25,Fail
S202500057,Aditi,Khan,18,Female,Thiruvananthapuram,Kerala,aditi.khan.s202500057@example.in,6801063390,Technical Entrance Test,2025-01-18 11:31:14,Pass
S202500057,Aditi,Khan,18,Female,Thiruvananthapuram,Kerala,aditi.khan.s202500057@example.in,6801063390,IQ Test,2025-03-01 14:46:39,Fail
S202500058,Trisha,Patel,22,Female,Bengaluru,Karnataka,trisha.patel.s202500058@example.in,6024993244,Technical Entrance Test,2025-01-18 12:36:50,Fail
S202500059,Pooja,Sharma,22,Female,Delhi,Delhi,pooja.sharma.s202500059@example.in,7333701720,Technical Entrance Test,2025-01-18 10:30:13,Fail
S202500060,Yash,Mishra,23,Male,Noida,Uttar Pradesh,yash.mishra.s202500060@example.in,9892004742,Technical Entrance Test,2025-01-18 14:19:20,Fail
S202500061,Ishita,Kulkarni,21,Female,Bhubaneswar,Odisha,ishita.kulkarni.s202500061@example.in,6722222412,Technical Entrance Test,2025-01-18 14:50:58,Pass
S202500061,Ishita,Kulkarni,21,Female,Bhubaneswar,Odisha,ishita.kulkarni.s202500061@example.in,6722222412,IQ Test,2025-03-01 16:41:08,Fail
S202500062,Simran,Bhatia,21,Female,Jaipur,Rajasthan,simran.bhatia.s202500062@example.in,6395286914,Technical Entrance Test,2025-01-18 16:05:57,Fail
S202500063,Sachin,Banerjee,23,Male,Mumbai,Maharashtra,sachin.banerjee.s202500063@example.in,8206810516,Technical Entrance Test,2025-01-18 14:10:36,Pass
S202500063,Sachin,Banerjee,23,Male,Mumbai,Maharashtra,sachin.banerjee.s202500063@example.in,8206810516,IQ Test,2025-03-01 12:31:23,Fail
S202500064,Arjun,Pawar,23,Male,Gurugram,Haryana,arjun.pawar.s202500064@example.in,6312256203,Technical Entrance Test,2025-01-18 11:07:43,Pass
S202500064,Arjun,Pawar,23,Male,Gurugram,Haryana,arjun.pawar.s202500064@example.in,6312256203,IQ Test,2025-03-01 17:19:56,Fail
S202500065,Pooja,Kulkarni,22,Female,Hyderabad,Telangana,pooja.kulkarni.s202500065@example.in,7044476156,Technical Entrance Test,2025-01-18 14:16:48,Fail
S202500066,Harini,Patel,24,Female,Ahmedabad,Gujarat,harini.patel.s202500066@example.in,8407840786,Technical Entrance Test,2025-01-18 16:43:03,Pass
S202500066,Harini,Patel,24,Female,Ahmedabad,Gujarat,harini.patel.s202500066@example.in,8407840786,IQ Test,2025-03-01 10:28:35,Fail
S202500067,Jahnavi,Khan,21,Female,Bengaluru,Karnataka,jahnavi.khan.s202500067@example.in,9948484105,Technical Entrance Test,2025-01-18 17:40:11,Fail
S202500068,Aishwarya,Tiwari,23,Female,Bhopal,Madhya Pradesh,aishwarya.tiwari.s202500068@example.in,7125914891,Technical Entrance Test,2025-01-18 14:26:05,Pass
S202500068,Aishwarya,Tiwari,23,Female,Bhopal,Madhya Pradesh,aishwarya.tiwari.s202500068@example.in,7125914891,IQ Test,2025-03-01 10:43:22,Fail
S202500069,Sachin,Verma,25,Male,Jaipur,Rajasthan,sachin.verma.s202500069@example.in,6660768686,Technical Entrance Test,2025-01-18 12:22:46,Fail
S202500070,Sachin,Mukherjee,20,Male,Patna,Bihar,sachin.mukherjee.s202500070@example.in,7091319818,Technical Entrance Test,2025-01-18 13:28:39,Fail
S202500071,Shivam,Yadav,23,Male,Chennai,Tamil Nadu,shivam.yadav.s202500071@example.in,9556345464,Technical Entrance Test,2025-01-18 09:25:17,Fail
S202500072,Pooja,Sharma,18,Female,Guwahati,Assam,pooja.sharma.s202500072@example.in,9446888403,Technical Entrance Test,2025-01-18 16:17:40,Fail
S202500073,Aishwarya,Choudhary,25,Female,Bhopal,Madhya Pradesh,aishwarya.choudhary.s202500073@example.in,6019370786,Technical Entrance Test,2025-01-18 10:26:52,Fail
S202500074,Aarav,Mehta,19,Male,Guwahati,Assam,aarav.mehta.s202500074@example.in,6194991790,Technical Entrance Test,2025-01-18 11:27:16,Fail
S202500075,Pallavi,Pillai,22,Female,Noida,Uttar Pradesh,pallavi.pillai.s202500075@example.in,8828159225,Technical Entrance Test,2025-01-18 16:52:06,Fail
S202500076,Riya,Verma,21,Female,Noida,Uttar Pradesh,riya.verma.s202500076@example.in,9196817156,Technical Entrance Test,2025-01-18 15:23:28,Pass
S202500076,Riya,Verma,21,Female,Noida,Uttar Pradesh,riya.verma.s202500076@example.in,9196817156,IQ Test,2025-03-01 13:41:05,Fail
S202500077,Prachi,Banerjee,19,Female,Kolkata,West Bengal,prachi.banerjee.s202500077@example.in,9733313026,Technical Entrance Test,2025-01-18 14:07:54,Fail
S202500078,Rohan,Yadav,22,Male,Ahmedabad,Gujarat,rohan.yadav.s202500078@example.in,8772264304,Technical Entrance Test,2025-01-18 16:44:27,Fail
S202500079,Aarav,Verma,18,Male,Patna,Bihar,aarav.verma.s202500079@example.in,8355431381,Technical Entrance Test,2025-01-18 11:41:19,Fail
S202500080,Tejas,Choudhary,21,Male,Delhi,Delhi,tejas.choudhary.s202500080@example.in,9068742065,Technical Entrance Test,2025-01-18 14:55:53,Pass
S202500080,Tejas,Choudhary,21,Male,Delhi,Delhi,tejas.choudhary.s202500080@example.in,9068742065,IQ Test,2025-03-01 12:35:38,Fail
S202500081,Pallavi,Pawar,25,Female,Guwahati,Assam,pallavi.pawar.s202500081@example.in,9290542070,Technical Entrance Test,2025-01-18 17:17:08,Pass
S202500081,Pallavi,Pawar,25,Female,Guwahati,Assam,pallavi.pawar.s202500081@example.in,9290542070,IQ Test,2025-03-01 14:14:52,Fail
S202500082,Karthik,Ali,21,Male,Bhopal,Madhya Pradesh,karthik.ali.s202500082@example.in,9813308770,Technical Entrance Test,2025-01-18 17:00:51,Fail
S202500083,Jahnavi,Bhatia,25,Female,Hyderabad,Telangana,jahnavi.bhatia.s202500083@example.in,9192618992,Technical Entrance Test,2025-01-18 11:20:38,Fail
S202500084,Rakesh,Pawar,24,Male,Bhopal,Madhya Pradesh,rakesh.pawar.s202500084@example.in,8298051982,Technical Entrance Test,2025-01-18 13:53:47,Fail
S202500085,Gaurav,Bhatia,23,Male,Gurugram,Haryana,gaurav.bhatia.s202500085@example.in,9329666948,Technical Entrance Test,2025-01-18 10:00:51,Fail
S202500086,Abhishek,Sharma,24,Male,Pune,Maharashtra,abhishek.sharma.s202500086@example.in,8735510161,Technical Entrance Test,2025-01-18 14:34:45,Fail
S202500087,Manish,Sharma,18,Male,Mumbai,Maharashtra,manish.sharma.s202500087@example.in,7666705388,Technical Entrance Test,2025-01-18 12:05:56,Fail
S202500088,Sanjay,Mehta,24,Male,Chennai,Tamil Nadu,sanjay.mehta.s202500088@example.in,7210886862,Technical Entrance Test,2025-01-18 17:28:01,Fail
S202500089,Karthik,Iyer,21,Male,Ahmedabad,Gujarat,karthik.iyer.s202500089@example.in,8323907976,Technical Entrance Test,2025-01-18 17:19:01,Fail
S202500090,Prachi,Joshi,18,Female,Kochi,Kerala,prachi.joshi.s202500090@example.in,6473752808,Technical Entrance Test,2025-01-18 13:41:00,Fail
S202500091,Harsh,Sharma,21,Male,Ahmedabad,Gujarat,harsh.sharma.s202500091@example.in,6044714382,Technical Entrance Test,2025-01-18 11:07:04,Fail
S202500092,Rohan,Yadav,21,Male,Pune,Maharashtra,rohan.yadav.s202500092@example.in,9197495130,Technical Entrance Test,2025-01-18 15:10:30,Fail
S202500093,Simran,Jain,19,Female,Kochi,Kerala,simran.jain.s202500093@example.in,6334519691,Technical Entrance Test,2025-01-18 15:58:25,Fail
S202500094,Nikhil,Tiwari,23,Male,Bhopal,Madhya Pradesh,nikhil.tiwari.s202500094@example.in,7845346223,Technical Entrance Test,2025-01-18 14:44:12,Fail
S202500095,Aniket,Singh,22,Male,Ahmedabad,Gujarat,aniket.singh.s202500095@example.in,7797632929,Technical Entrance Test,2025-01-18 09:49:27,Pass
S202500095,Aniket,Singh,22,Male,Ahmedabad,Gujarat,aniket.singh.s202500095@example.in,7797632929,IQ Test,2025-03-01 12:13:33,Fail
S202500096,Rohit,Shetty,19,Male,Gurugram,Haryana,rohit.shetty.s202500096@example.in,9113221928,Technical Entrance Test,2025-01-18 14:28:40,Fail
S202500097,Aditi,Sharma,24,Female,Kochi,Kerala,aditi.sharma.s202500097@example.in,7564164794,Technical Entrance Test,2025-01-18 12:43:43,Fail
S202500098,Prachi,Kaur,21,Female,Noida,Uttar Pradesh,prachi.kaur.s202500098@example.in,6436047762,Technical Entrance Test,2025-01-18 16:06:33,Pass
S202500098,Prachi,Kaur,21,Female,Noida,Uttar Pradesh,prachi.kaur.s202500098@example.in,6436047762,IQ Test,2025-03-01 10:02:14,Fail
S202500099,Sanya,Banerjee,18,Female,Guwahati,Assam,sanya.banerjee.s202500099@example.in,9568830891,Technical Entrance Test,2025-01-18 14:28:11,Fail
S202500100,Sakshi,Singh,20,Female,Gurugram,Haryana,sakshi.singh.s202500100@example.in,8155756854,Technical Entrance Test,2025-01-18 16:23:49,Pass
S202500100,Sakshi,Singh,20,Female,Gurugram,Haryana,sakshi.singh.s202500100@example.in,8155756854,IQ Test,2025-03-01 16:23:16,Pass
S202500100,Sakshi,Singh,20,Female,Gurugram,Haryana,sakshi.singh.s202500100@example.in,8155756854,Descriptive Exam,2025-04-15 10:03:54,Fail
S202500101,Nisha,Shetty,20,Female,Chandigarh,Chandigarh,nisha.shetty.s202500101@example.in,6766230096,Technical Entrance Test,2025-01-18 09:46:43,Pass
S202500101,Nisha,Shetty,20,Female,Chandigarh,Chandigarh,nisha.shetty.s202500101@example.in,6766230096,IQ Test,2025-03-01 16:38:26,Fail
S202500102,Shruti,Patel,19,Female,Pune,Maharashtra,shruti.patel.s202500102@example.in,8795283217,Technical Entrance Test,2025-01-18 11:06:28,Pass
S202500102,Shruti,Patel,19,Female,Pune,Maharashtra,shruti.patel.s202500102@example.in,8795283217,IQ Test,2025-03-01 09:53:56,Fail
S202500103,Yash,Pawar,21,Male,Delhi,Delhi,yash.pawar.s202500103@example.in,8687497674,Technical Entrance Test,2025-01-18 17:01:49,Pass
S202500103,Yash,Pawar,21,Male,Delhi,Delhi,yash.pawar.s202500103@example.in,8687497674,IQ Test,2025-03-01 17:01:31,Fail
S202500104,Rakesh,Rao,24,Male,Kolkata,West Bengal,rakesh.rao.s202500104@example.in,9648736346,Technical Entrance Test,2025-01-18 14:16:24,Fail
S202500105,Shivam,Jain,23,Male,Delhi,Delhi,shivam.jain.s202500105@example.in,8808971860,Technical Entrance Test,2025-01-18 12:45:40,Fail
S202500106,Aman,Gupta,22,Male,Kolkata,West Bengal,aman.gupta.s202500106@example.in,6581472456,Technical Entrance Test,2025-01-18 11:33:31,Fail
S202500107,Shivam,Jain,22,Male,Gurugram,Haryana,shivam.jain.s202500107@example.in,9657485221,Technical Entrance Test,2025-01-18 12:07:33,Fail
S202500108,Sakshi,Verma,25,Female,Thiruvananthapuram,Kerala,sakshi.verma.s202500108@example.in,7721571364,Technical Entrance Test,2025-01-18 16:50:40,Fail
S202500109,Nandini,Banerjee,23,Female,Kochi,Kerala,nandini.banerjee.s202500109@example.in,9961360079,Technical Entrance Test,2025-01-18 14:18:46,Fail
S202500110,Aniket,Mukherjee,25,Male,Delhi,Delhi,aniket.mukherjee.s202500110@example.in,6241063759,Technical Entrance Test,2025-01-18 14:59:37,Fail
S202500111,Diya,Das,24,Female,Kolkata,West Bengal,diya.das.s202500111@example.in,6828452596,Technical Entrance Test,2025-01-18 13:16:26,Fail
S202500112,Siddharth,Singh,23,Male,Ahmedabad,Gujarat,siddharth.singh.s202500112@example.in,7567078503,Technical Entrance Test,2025-01-18 14:28:50,Fail
S202500113,Vivaan,Singh,25,Male,Guwahati,Assam,vivaan.singh.s202500113@example.in,6796666562,Technical Entrance Test,2025-01-18 16:04:40,Pass
S202500113,Vivaan,Singh,25,Male,Guwahati,Assam,vivaan.singh.s202500113@example.in,6796666562,IQ Test,2025-03-01 15:53:07,Fail
S202500114,Avni,Pillai,20,Female,Chennai,Tamil Nadu,avni.pillai.s202500114@example.in,7841908137,Technical Entrance Test,2025-01-18 10:13:15,Fail
S202500115,Pooja,Ali,18,Female,Jaipur,Rajasthan,pooja.ali.s202500115@example.in,6469050185,Technical Entrance Test,2025-01-18 16:42:26,Fail
S202500116,Ishita,Gupta,18,Female,Chandigarh,Chandigarh,ishita.gupta.s202500116@example.in,7441621006,Technical Entrance Test,2025-01-18 15:36:08,Fail
S202500117,Abhishek,Gupta,21,Male,Chennai,Tamil Nadu,abhishek.gupta.s202500117@example.in,7425479376,Technical Entrance Test,2025-01-18 14:52:11,Pass
S202500117,Abhishek,Gupta,21,Male,Chennai,Tamil Nadu,abhishek.gupta.s202500117@example.in,7425479376,IQ Test,2025-03-01 10:00:25,Fail
S202500118,Gaurav,Pillai,19,Male,Ahmedabad,Gujarat,gaurav.pillai.s202500118@example.in,9492970068,Technical Entrance Test,2025-01-18 11:29:52,Pass
S202500118,Gaurav,Pillai,19,Male,Ahmedabad,Gujarat,gaurav.pillai.s202500118@example.in,9492970068,IQ Test,2025-03-01 17:26:08,Fail
S202500119,Pranav,Joshi,22,Male,Guwahati,Assam,pranav.joshi.s202500119@example.in,7986397419,Technical Entrance Test,2025-01-18 16:48:22,Fail
S202500120,Nikhil,Pawar,20,Male,Kochi,Kerala,nikhil.pawar.s202500120@example.in,9379752097,Technical Entrance Test,2025-01-18 17:56:59,Fail
S202500121,Prachi,Kulkarni,18,Female,Delhi,Delhi,prachi.kulkarni.s202500121@example.in,8592337246,Technical Entrance Test,2025-01-18 15:19:54,Fail
S202500122,Isha,Patel,24,Female,Noida,Uttar Pradesh,isha.patel.s202500122@example.in,6218919757,Technical Entrance Test,2025-01-18 16:53:12,Pass
S202500122,Isha,Patel,24,Female,Noida,Uttar Pradesh,isha.patel.s202500122@example.in,6218919757,IQ Test,2025-03-01 09:26:00,Fail
S202500123,Riya,Mishra,19,Female,Bhubaneswar,Odisha,riya.mishra.s202500123@example.in,9727926642,Technical Entrance Test,2025-01-18 14:13:46,Fail
S202500124,Shruti,Pillai,18,Female,Chandigarh,Chandigarh,shruti.pillai.s202500124@example.in,9553035283,Technical Entrance Test,2025-01-18 11:49:39,Fail
S202500125,Aman,Singh,21,Male,Hyderabad,Telangana,aman.singh.s202500125@example.in,7825378294,Technical Entrance Test,2025-01-18 10:35:03,Fail
S202500126,Nikhil,Pawar,25,Male,Hyderabad,Telangana,nikhil.pawar.s202500126@example.in,7302602855,Technical Entrance Test,2025-01-18 14:42:46,Fail
S202500127,Rakesh,Bhatia,22,Male,Kochi,Kerala,rakesh.bhatia.s202500127@example.in,6978920210,Technical Entrance Test,2025-01-18 17:15:13,Fail
S202500128,Vivaan,Mishra,23,Male,Thiruvananthapuram,Kerala,vivaan.mishra.s202500128@example.in,9990531925,Technical Entrance Test,2025-01-18 13:36:03,Fail
S202500129,Tejas,Shetty,24,Male,Noida,Uttar Pradesh,tejas.shetty.s202500129@example.in,9832719905,Technical Entrance Test,2025-01-18 09:45:15,Fail
S202500130,Sachin,Bhatia,18,Male,Kolkata,West Bengal,sachin.bhatia.s202500130@example.in,9017962571,Technical Entrance Test,2025-01-18 14:41:17,Fail
S202500131,Riya,Patel,24,Female,Chennai,Tamil Nadu,riya.patel.s202500131@example.in,8412160710,Technical Entrance Test,2025-01-18 14:14:21,Pass
S202500131,Riya,Patel,24,Female,Chennai,Tamil Nadu,riya.patel.s202500131@example.in,8412160710,IQ Test,2025-03-01 09:44:33,Fail
S202500132,Aditya,Bhatia,23,Male,Delhi,Delhi,aditya.bhatia.s202500132@example.in,9993009321,Technical Entrance Test,2025-01-18 09:42:40,Fail
S202500133,Priya,Das,21,Female,Mumbai,Maharashtra,priya.das.s202500133@example.in,7751824128,Technical Entrance Test,2025-01-18 11:15:08,Fail
