StudentID,FirstName,LastName,Age,Gender,City,State,Email,PhoneNumber,Stage,ExamDateTime,Status
S202503980,Akash,Tiwari,20,Male,Thiruvananthapuram,Kerala,akash.tiwari.s202503980@example.in,9480112234,Technical Entrance Test,2025-01-18 13:57:38,Fail
S202503981,Rahul,Rao,18,Male,Chandigarh,Chandigarh,rahul.rao.s202503981@example.in,9434517230,Technical Entrance Test,2025-01-18 13:41:54,Fail
S202503982,Sakshi,Sharma,24,Female,Thiruvananthapuram,Kerala,sakshi.sharma.s202503982@example.in,8238969801,Technical Entrance Test,2025-01-18 10:29:02,Fail
S202503983,Rakesh,Gupta,24,Male,Thiruvananthapuram,Kerala,rakesh.gupta.s202503983@example.in,7830219124,Technical Entrance Test,2025-01-18 11:46:10,Fail
S202503984,Sneha,Reddy,23,Female,Bhopal,Madhya Pradesh,sneha.reddy.s202503984@example.in,6663252590,Technical Entrance Test,2025-01-18 12:13:30,Pass
S202503984,Sneha,Reddy,23,Female,Bhopal,Madhya Pradesh,sneha.reddy.s202503984@example.in,6663252590,IQ Test,2025-03-01 14:52:43,Pass
S202503984,Sneha,Reddy,23,Female,Bhopal,Madhya Pradesh,sneha.reddy.s202503984@example.in,6663252590,Descriptive Exam,2025-04-15 14:01:47,Fail
S202503985,Prachi,Jain,22,Female,Gurugram,Haryana,prachi.jain.s202503985@example.in,9699520965,Technical Entrance Test,2025-01-18 13:56:28,Fail
S202503986,Shivam,Ali,20,Male,Jaipur,Rajasthan,shivam.ali.s202503986@example.in,8114576405,Technical Entrance Test,2025-01-18 13:59:21,Fail
S202503987,Sakshi,Choudhary,19,Female,Bengaluru,Karnataka,sakshi.choudhary.s202503987@example.in,7398999065,Technical Entrance Test,2025-01-18 12:41:50,Fail
S202503988,Shruti,Ghosh,23,Female,Kochi,Kerala,shruti.ghosh.s202503988@example.in,7028079862,Technical Entrance Test,2025-01-18 10:40:00,Fail
S202503989,Shivam,Sharma,22,Male,Bhubaneswar,Odisha,shivam.sharma.s202503989@example.in,8414945409,Technical Entrance Test,2025-01-18 15:35:47,Fail
S202503990,Bhavya,Choudhary,25,Female,Ahmedabad,Gujarat,bhavya.choudhary.s202503990@example.in,7309006914,Technical Entrance Test,2025-01-18 10:21:55,Fail
S202503991,Aakash,Tiwari,20,Male,Patna,Bihar,aakash.tiwari.s202503991@example.in,8634212391,Technical Entrance Test,2025-01-18 16:02:13,Pass
S202503991,Aakash,Tiwari,20,Male,Patna,Bihar,aakash.tiwari.s202503991@example.in,8634212391,IQ Test,2025-03-01 13:29:53,Fail
S202503992,Siddharth,Kulkarni,22,Male,Thiruvananthapuram,Kerala,siddharth.kulkarni.s202503992@example.in,9202536651,Technical Entrance Test,2025-01-18 16:21:41,Fail
S202503993,Rakesh,Kaur,19,Male,Hyderabad,Telangana,rakesh.kaur.s202503993@example.in,8474919212,Technical Entrance Test,2025-01-18 09:59:21,Pass
S202503993,Rakesh,Kaur,19,Male,Hyderabad,Telangana,rakesh.kaur.s202503993@example.in,8474919212,IQ Test,2025-03-01 15:37:20,Fail
S202503994,Sanya,Verma,19,Female,Hyderabad,Telangana,sanya.verma.s202503994@example.in,7056493190,Technical Entrance Test,2025-01-18 09:53:28,Fail
S202503995,Sanya,Patel,19,Female,Delhi,Delhi,sanya.patel.s202503995@example.in,7554432098,Technical Entrance Test,2025-01-18 13:48:38,Fail
S202503996,Siddharth,Iyer,23,Male,Visakhapatnam,Andhra Pradesh,siddharth.iyer.s202503996@example.in,9595509748,Technical Entrance Test,2025-01-18 11:15:38,Pass
S202503996,Siddharth,Iyer,23,Male,Visakhapatnam,Andhra Pradesh,siddharth.iyer.s202503996@example.in,9595509748,IQ Test,2025-03-01 12:29:46,Fail
S202503997,Rahul,Mukherjee,20,Male,Bhubaneswar,Odisha,rahul.mukherjee.s202503997@example.in,9661325049,Technical Entrance Test,2025-01-18 13:23:31,Fail
S202503998,Pranav,Patel,23,Male,Chennai,Tamil Nadu,pranav.patel.s202503998@example.in,7687292162,Technical Entrance Test,2025-01-18 11:01:58,Fail
S202503999,Nisha,Nair,22,Female,Mumbai,Maharashtra,nisha.nair.s202503999@example.in,9228875443,Technical Entrance Test,2025-01-18 09:35:08,Fail
S202504000,Riya,Shetty,25,Female,Chennai,Tamil Nadu,riya.shetty.s202504000@example.in,9853470584,Technical Entrance Test,2025-01-18 14:52:15,Pass
S202504000,Riya,Shetty,25,Female,Chennai,Tamil Nadu,riya.shetty.s202504000@example.in,9853470584,IQ Test,2025-03-01 10:13:57,Fail
S202504001,Neha,Iyer,24,Female,Visakhapatnam,Andhra Pradesh,neha.iyer.s202504001@example.in,8320970212,Technical Entrance Test,2025-01-18 11:34:01,Fail
S202504002,Ananya,Sharma,21,Female,Patna,Bihar,ananya.sharma.s202504002@example.in,7890110769,Technical Entrance Test,2025-01-18 16:10:37,Fail
S202504003,Tanvi,Kaur,25,Female,Gurugram,Haryana,tanvi.kaur.s202504003@example.in,8580427211,Technical Entrance Test,2025-01-18 09:07:13,Fail
S202504004,Diya,Kulkarni,20,Female,Patna,Bihar,diya.kulkarni.s202504004@example.in,6443384250,Technical Entrance Test,2025-01-18 14:49:35,Pass
S202504004,Diya,Kulkarni,20,Female,Patna,Bihar,diya.kulkarni.s202504004@example.in,6443384250,IQ Test,2025-03-01 12:11:39,Fail
S202504005,Vikram,Menon,20,Male,Lucknow,Uttar Pradesh,vikram.menon.s202504005@example.in,6679885085,Technical Entrance Test,2025-01-18 14:41:12,Pass
S202504005,Vikram,Menon,20,Male,Lucknow,Uttar Pradesh,vikram.menon.s202504005@example.in,6679885085,IQ Test,2025-03-01 17:23:19,Fail
S202504006,Akash,Das,19,Male,Chandigarh,Chandigarh,akash.das.s202504006@example.in,6300734462,Technical Entrance Test,2025-01-18 13:34:01,Fail
S202504007,Arjun,Sharma,20,Male,Lucknow,Uttar Pradesh,arjun.sharma.s202504007@example.in,6697631610,Technical Entrance Test,2025-01-18 13:53:40,Pass
S202504007,Arjun,Sharma,20,Male,Lucknow,Uttar Pradesh,arjun.sharma.s202504007@example.in,6697631610,IQ Test,2025-03-01 12:33:57,Fail
S202504008,Sneha,Shetty,23,Female,Thiruvananthapuram,Kerala,sneha.shetty.s202504008@example.in,9983549902,Technical Entrance Test,2025-01-18 16:37:06,Fail
S202504009,Kavya,Singh,24,Female,Chennai,Tamil Nadu,kavya.singh.s202504009@example.in,8102226922,Technical Entrance Test,2025-01-18 09:37:39,Fail
S202504010,Karthik,Nair,18,Male,Ahmedabad,Gujarat,karthik.nair.s202504010@example.in,8834134421,Technical Entrance Test,2025-01-18 10:30:21,Fail
S202504011,Ishaan,Mishra,23,Male,Kochi,Kerala,ishaan.mishra.s202504011@example.in,7428961000,Technical Entrance Test,2025-01-18 11:24:44,Fail
S202504012,Aakash,Reddy,22,Male,Pune,Maharashtra,aakash.reddy.s202504012@example.in,6804831335,Technical Entrance Test,2025-01-18 17:48:51,Fail
S202504013,Mahima,Gupta,21,Female,Patna,Bihar,mahima.gupta.s202504013@example.in,7339323345,Technical Entrance Test,2025-01-18 14:14:29,Fail
S202504014,Sakshi,Reddy,25,Female,Lucknow,Uttar Pradesh,sakshi.reddy.s202504014@example.in,8258620397,Technical Entrance Test,2025-01-18 14:23:55,Fail
S202504015,Shivam,Joshi,24,Male,Bengaluru,Karnataka,shivam.joshi.s202504015@example.in,7471876421,Technical Entrance Test,2025-01-18 15:43:30,Fail
S202504016,Aditi,Khan,18,Female,Patna,Bihar,aditi.khan.s202504016@example.in,9078057358,Technical Entrance Test,2025-01-18 17:02:51,Pass
S202504016,Aditi,Khan,18,Female,Patna,Bihar,aditi.khan.s202504016@example.in,9078057358,IQ Test,2025-03-01 15:33:34,Fail
S202504017,Isha,Das,24,Female,Kolkata,West Bengal,isha.das.s202504017@example.in,8163969729,Technical Entrance Test,2025-01-18 17:18:06,Pass
S202504017,Isha,Das,24,Female,Kolkata,West Bengal,isha.das.s202504017@example.in,8163969729,IQ Test,2025-03-01 17:21:20,Fail
S202504018,Aniket,Kulkarni,19,Male,Visakhapatnam,Andhra Pradesh,aniket.kulkarni.s202504018@example.in,8434761640,Technical Entrance Test,2025-01-18 11:31:53,Fail
S202504019,Tejas,Chatterjee,18,Male,Patna,Bihar,tejas.chatterjee.s202504019@example.in,7508442483,Technical Entrance Test,2025-01-18 15:14:45,Fail
S202504020,Aishwarya,Kulkarni,21,Female,Lucknow,Uttar Pradesh,aishwarya.kulkarni.s202504020@example.in,9451292166,Technical Entrance Test,2025-01-18 12:14:11,Fail
S202504021,Sanya,Yadav,24,Female,Kolkata,West Bengal,sanya.yadav.s202504021@example.in,6210266496,Technical Entrance Test,2025-01-18 12:36:17,Fail
S202504022,Harini,Joshi,25,Female,Gurugram,Haryana,harini.joshi.s202504022@example.in,7847275070,Technical Entrance Test,2025-01-18 15:51:26,Pass
S202504022,Harini,Joshi,25,Female,Gurugram,Haryana,harini.joshi.s202504022@example.in,7847275070,IQ Test,2025-03-01 15:16:42,Fail
S202504023,Arjun,Mukherjee,19,Male,Kolkata,West Bengal,arjun.mukherjee.s202504023@example.in,8732595737,Technical Entrance Test,2025-01-18 09:16:23,Fail
S202504024,Nikhil,Tiwari,21,Male,Bhopal,Madhya Pradesh,nikhil.tiwari.s202504024@example.in,7666843496,Technical Entrance Test,2025-01-18 15:41:16,Fail
S202504025,Harini,Tiwari,19,Female,Lucknow,Uttar Pradesh,harini.tiwari.s202504025@example.in,6544736707,Technical Entrance Test,2025-01-18 11:53:44,Fail
S202504026,Trisha,Reddy,25,Female,Ahmedabad,Gujarat,trisha.reddy.s202504026@example.in,6949231555,Technical Entrance Test,2025-01-18 11:55:30,Fail
S202504027,Rohan,Sharma,22,Male,Mumbai,Maharashtra,rohan.sharma.s202504027@example.in,9056750803,Technical Entrance Test,2025-01-18 14:57:00,Pass
S202504027,Rohan,Sharma,22,Male,Mumbai,Maharashtra,rohan.sharma.s202504027@example.in,9056750803,IQ Test,2025-03-01 17:30:43,Fail
S202504028,Gaurav,Yadav,25,Male,Kolkata,West Bengal,gaurav.yadav.s202504028@example.in,6728014538,Technical Entrance Test,2025-01-18 11:06:46,Pass
S202504028,Gaurav,Yadav,25,Male,Kolkata,West Bengal,gaurav.yadav.s202504028@example.in,6728014538,IQ Test,2025-03-01 09:13:03,Pass
S202504028,Gaurav,Yadav,25,Male,Kolkata,West Bengal,gaurav.yadav.s202504028@example.in,6728014538,Descriptive Exam,2025-04-15 09:33:56,Fail
S202504029,Aishwarya,Choudhary,22,Female,Kolkata,West Bengal,aishwarya.choudhary.s202504029@example.in,7302197090,Technical Entrance Test,2025-01-18 12:37:13,Fail
S202504030,Pranav,Pawar,20,Male,Guwahati,Assam,pranav.pawar.s202504030@example.in,8926415302,Technical Entrance Test,2025-01-18 14:57:48,Pass
S202504030,Pranav,Pawar,20,Male,Guwahati,Assam,pranav.pawar.s202504030@example.in,8926415302,IQ Test,2025-03-01 13:11:22,Fail
S202504031,Kritika,Sharma,22,Female,Kolkata,West Bengal,kritika.sharma.s202504031@example.in,8130972144,Technical Entrance Test,2025-01-18 14:44:23,Fail
S202504032,Mahima,Sharma,21,Female,Bhopal,Madhya Pradesh,mahima.sharma.s202504032@example.in,8842995986,Technical Entrance Test,2025-01-18 11:29:59,Fail
S202504033,Prachi,Jain,25,Female,Ahmedabad,Gujarat,prachi.jain.s202504033@example.in,7265226215,Technical Entrance Test,2025-01-18 09:38:25,Fail
S202504034,Vivaan,Mishra,19,Male,Visakhapatnam,Andhra Pradesh,vivaan.mishra.s202504034@example.in,7785586114,Technical Entrance Test,2025-01-18 11:05:02,Fail
S202504035,Rakesh,Singh,24,Male,Pune,Maharashtra,rakesh.singh.s202504035@example.in,8336993241,Technical Entrance Test,2025-01-18 09:43:30,Fail
S202504036,Meera,Ghosh,22,Female,Patna,Bihar,meera.ghosh.s202504036@example.in,9961515494,Technical Entrance Test,2025-01-18 15:33:23,Fail
S202504037,Trisha,Tiwari,23,Female,Bhopal,Madhya Pradesh,trisha.tiwari.s202504037@example.in,9507179207,Technical Entrance Test,2025-01-18 10:04:23,Fail
S202504038,Aakash,Yadav,24,Male,Chennai,Tamil Nadu,aakash.yadav.s202504038@example.in,6243743562,Technical Entrance Test,2025-01-18 11:18:59,Fail
S202504039,Trisha,Shetty,21,Female,Visakhapatnam,Andhra Pradesh,trisha.shetty.s202504039@example.in,7451585869,Technical Entrance Test,2025-01-18 14:46:24,Pass
S202504039,Trisha,Shetty,21,Female,Visakhapatnam,Andhra Pradesh,trisha.shetty.s202504039@example.in,7451585869,IQ Test,2025-03-01 11:28:17,Fail
S202504040,Aniket,Ghosh,21,Male,Jaipur,Rajasthan,aniket.ghosh.s202504040@example.in,9653770601,Technical Entrance Test,2025-01-18 10:49:31,Fail
S202504041,Nikhil,Choudhary,19,Male,Pune,Maharashtra,nikhil.choudhary.s202504041@example.in,8959211680,Technical Entrance Test,2025-01-18 13:15:37,Fail
S202504042,Neha,Mukherjee,19,Female,Patna,Bihar,neha.mukherjee.s202504042@example.in,9270723176,Technical Entrance Test,2025-01-18 10:28:52,Fail
S202504043,Manish,Joshi,19,Male,Visakhapatnam,Andhra Pradesh,manish.joshi.s202504043@example.in,7263023860,Technical Entrance Test,2025-01-18 17:16:38,Pass
S202504043,Manish,Joshi,19,Male,Visakhapatnam,Andhra Pradesh,manish.joshi.s202504043@example.in,7263023860,IQ Test,2025-03-01 13:27:17,Fail
S202504044,Aman,Khan,24,Male,Thiruvananthapuram,Kerala,aman.khan.s202504044@example.in,7020909735,Technical Entrance Test,2025-01-18 09:00:16,Fail
S202504045,Bhavya,Singh,21,Female,Ahmedabad,Gujarat,bhavya.singh.s202504045@example.in,8424367457,Technical Entrance Test,2025-01-18 14:39:19,Fail
S202504046,Vikram,Pawar,22,Male,Bhubaneswar,Odisha,vikram.pawar.s202504046@example.in,7757343417,Technical Entrance Test,2025-01-18 11:39:56,Fail
S202504047,Sakshi,Das,20,Female,Bhopal,Madhya Pradesh,sakshi.das.s202504047@example.in,6998383318,Technical Entrance Test,2025-01-18 09:34:20,Fail
S202504048,Sakshi,Chatterjee,18,Female,Pune,Maharashtra,sakshi.chatterjee.s202504048@example.in,6760903763,Technical Entrance Test,2025-01-18 12:54:58,Pass
S202504048,Sakshi,Chatterjee,18,Female,Pune,Maharashtra,sakshi.chatterjee.s202504048@example.in,6760903763,IQ Test,2025-03-01 17:11:30,Fail
S202504049,Pranav,Mehta,23,Male,Chandigarh,Chandigarh,pranav.mehta.s202504049@example.in,8895541273,Technical Entrance Test,2025-01-18 12:56:41,Pass
S202504049,Pranav,Mehta,23,Male,Chandigarh,Chandigarh,pranav.mehta.s202504049@example.in,8895541273,IQ Test,2025-03-01 13:26:18,Pass
S202504049,Pranav,Mehta,23,Male,Chandigarh,Chandigarh,pranav.mehta.s202504049@example.in,8895541273,Descriptive Exam,2025-04-15 09:42:31,Fail
S202504050,Nisha,Nair,18,Female,Hyderabad,Telangana,nisha.nair.s202504050@example.in,9661662327,Technical Entrance Test,2025-01-18 13:16:05,Fail
S202504051,Vivek,Tiwari,22,Male,Gurugram,Haryana,vivek.tiwari.s202504051@example.in,7877447706,Technical Entrance Test,2025-01-18 15:00:06,Fail
S202504052,Prachi,Rao,19,Female,Thiruvananthapuram,Kerala,prachi.rao.s202504052@example.in,6872644658,Technical Entrance Test,2025-01-18 14:30:40,Fail
S202504053,Arjun,Tiwari,19,Male,Chandigarh,Chandigarh,arjun.tiwari.s202504053@example.in,6607012749,Technical Entrance Test,2025-01-18 15:36:03,Fail
S202504054,Harini,Mukherjee,19,Female,Gurugram,Haryana,harini.mukherjee.s202504054@example.in,7762158889,Technical Entrance Test,2025-01-18 10:23:48,Pass
S202504054,Harini,Mukherjee,19,Female,Gurugram,Haryana,harini.mukherjee.s202504054@example.in,7762158889,IQ Test,2025-03-01 17:58:51,Fail
S202504055,Arjun,Banerjee,24,Male,Chennai,Tamil Nadu,arjun.banerjee.s202504055@example.in,6048858850,Technical Entrance Test,2025-01-18 15:27:22,Fail
S202504056,Kavya,Banerjee,22,Female,Bhopal,Madhya Pradesh,kavya.banerjee.s202504056@example.in,7027915861,Technical Entrance Test,2025-01-18 12:57:39,Fail
S202504057,Vivaan,Gupta,18,Male,Kochi,Kerala,vivaan.gupta.s202504057@example.in,9272169409,Technical Entrance Test,2025-01-18 15:11:28,Fail
S202504058,Avni,Ghosh,21,Female,Guwahati,Assam,avni.ghosh.s202504058@example.in,6081212707,Technical Entrance Test,2025-01-18 13:36:44,Fail
S202504059,Anirudh,Pawar,18,Male,Mumbai,Maharashtra,anirudh.pawar.s202504059@example.in,7602517535,Technical Entrance Test,2025-01-18 14:35:31,Fail
S202504060,Vikram,Iyer,24,Male,Kolkata,West Bengal,vikram.iyer.s202504060@example.in,8687896054,Technical Entrance Test,2025-01-18 16:59:44,Fail
S202504061,Rohan,Mishra,24,Male,Bhubaneswar,Odisha,rohan.mishra.s202504061@example.in,9751169656,Technical Entrance Test,2025-01-18 09:47:55,Fail
S202504062,Rohit,Kaur,24,Male,Bengaluru,Karnataka,rohit.kaur.s202504062@example.in,8562722888,Technical Entrance Test,2025-01-18 17:24:46,Fail
S202504063,Vikram,Singh,24,Male,Noida,Uttar Pradesh,vikram.singh.s202504063@example.in,9677437252,Technical Entrance Test,2025-01-18 13:58:21,Fail
S202504064,Akash,Khan,23,Male,Thiruvananthapuram,Kerala,akash.khan.s202504064@example.in,8705432751,Technical Entrance Test,2025-01-18 17:39:47,Pass
S202504064,Akash,Khan,23,Male,Thiruvananthapuram,Kerala,akash.khan.s202504064@example.in,8705432751,IQ Test,2025-03-01 13:33:34,Fail
S202504065,Sneha,Mukherjee,19,Female,Noida,Uttar Pradesh,sneha.mukherjee.s202504065@example.in,9909412888,Technical Entrance Test,2025-01-18 11:43:37,Pass
S202504065,Sneha,Mukherjee,19,Female,Noida,Uttar Pradesh,sneha.mukherjee.s202504065@example.in,9909412888,IQ Test,2025-03-01 16:57:27,Fail
S202504066,Jahnavi,Mehta,19,Female,Lucknow,Uttar Pradesh,jahnavi.mehta.s202504066@example.in,8408951825,Technical Entrance Test,2025-01-18 11:41:24,Fail
S202504067,Yash,Reddy,18,Male,Visakhapatnam,Andhra Pradesh,yash.reddy.s202504067@example.in,7937790405,Technical Entrance Test,2025-01-18 10:24:02,Fail
S202504068,Isha,Sharma,23,Female,Noida,Uttar Pradesh,isha.sharma.s202504068@example.in,6398276547,Technical Entrance Test,2025-01-18 15:40:20,Fail
S202504069,Aakash,Ali,22,Male,Kolkata,West Bengal,aakash.ali.s202504069@example.in,8494147185,Technical Entrance Test,2025-01-18 11:40:17,Pass
S202504069,Aakash,Ali,22,Male,Kolkata,West Bengal,aakash.ali.s202504069@example.in,8494147185,IQ Test,2025-03-01 12:09:24,Pass
S202504069,Aakash,Ali,22,Male,Kolkata,West Bengal,aakash.ali.s202504069@example.in,8494147185,Descriptive Exam,2025-04-15 09:09:33,Fail
S202504070,Aman,Verma,18,Male,Bhopal,Madhya Pradesh,aman.verma.s202504070@example.in,6498795268,Technical Entrance Test,2025-01-18 16:53:27,Fail
S202504071,Suresh,Shetty,18,Male,Kochi,Kerala,suresh.shetty.s202504071@example.in,9158536373,Technical Entrance Test,2025-01-18 11:52:04,Pass
S202504071,Suresh,Shetty,18,Male,Kochi,Kerala,suresh.shetty.s202504071@example.in,9158536373,IQ Test,2025-03-01 12:28:10,Pass
S202504071,Suresh,Shetty,18,Male,Kochi,Kerala,suresh.shetty.s202504071@example.in,9158536373,Descriptive Exam,2025-04-15 11:18:52,Fail
S202504072,Sanya,Ghosh,20,Female,Bhopal,Madhya Pradesh,sanya.ghosh.s202504072@example.in,6585494350,Technical Entrance Test,2025-01-18 09:24:06,Fail
S202504073,Bhavya,Iyer,20,Female,Lucknow,Uttar Pradesh,bhavya.iyer.s202504073@example.in,7245739907,Technical Entrance Test,2025-01-18 13:54:19,Fail
S202504074,Neha,Singh,21,Female,Patna,Bihar,neha.singh.s202504074@example.in,8609093031,Technical Entrance Test,2025-01-18 16:46:13,Fail
S202504075,Siddharth,Mishra,24,Male,Thiruvananthapuram,Kerala,siddharth.mishra.s202504075@example.in,7061272417,Technical Entrance Test,2025-01-18 15:19:36,Fail
S202504076,Sakshi,Choudhary,24,Female,Pune,Maharashtra,sakshi.choudhary.s202504076@example.in,8868877889,Technical Entrance Test,2025-01-18 14:53:33,Pass
S202504076,Sakshi,Choudhary,24,Female,Pune,Maharashtra,sakshi.choudhary.s202504076@example.in,8868877889,IQ Test,2025-03-01 12:03:00,Fail
S202504077,Avni,Ali,22,Female,Mumbai,Maharashtra,avni.ali.s202504077@example.in,9473637373,Technical Entrance Test,2025-01-18 09:27:06,Pass
S202504077,Avni,Ali,22,Female,Mumbai,Maharashtra,avni.ali.s202504077@example.in,9473637373,IQ Test,2025-03-01 17:53:27,Fail
S202504078,Nikhil,Pawar,20,Male,Kochi,Kerala,nikhil.pawar.s202504078@example.in,9777942640,Technical Entrance Test,2025-01-18 15:53:34,Fail
S202504079,Rahul,Banerjee,23,Male,Mumbai,Maharashtra,rahul.banerjee.s202504079@example.in,7859309524,Technical Entrance Test,2025-01-18 14:49:23,Fail
S202504080,Aditya,Pawar,19,Male,Kochi,Kerala,aditya.pawar.s202504080@example.in,6565453127,Technical Entrance Test,2025-01-18 12:41:52,Fail
S202504081,Pallavi,Banerjee,18,Female,Gurugram,Haryana,pallavi.banerjee.s202504081@example.in,9037930286,Technical Entrance Test,2025-01-18 15:12:42,Pass
S202504081,Pallavi,Banerjee,18,Female,Gurugram,Haryana,pallavi.banerjee.s202504081@example.in,9037930286,IQ Test,2025-03-01 16:36:08,Fail
S202504082,Arjun,Pillai,25,Male,Bhubaneswar,Odisha,arjun.pillai.s202504082@example.in,8080375604,Technical Entrance Test,2025-01-18 13:20:52,Fail
S202504083,Ananya,Bhatia,21,Female,Bhopal,Madhya Pradesh,ananya.bhatia.s202504083@example.in,6832577567,Technical Entrance Test,2025-01-18 14:23:02,Fail
S202504084,Aakash,Mishra,19,Male,Kochi,Kerala,aakash.mishra.s202504084@example.in,8685378430,Technical Entrance Test,2025-01-18 10:39:48,Pass
S202504084,Aakash,Mishra,19,Male,Kochi,Kerala,aakash.mishra.s202504084@example.in,8685378430,IQ Test,2025-03-01 17:14:49,Fail
S202504085,Manish,Banerjee,18,Male,Kolkata,West Bengal,manish.banerjee.s202504085@example.in,6009843976,Technical Entrance Test,2025-01-18 14:50:31,Fail
S202504086,Kritika,Kaur,18,Female,Kolkata,West Bengal,kritika.kaur.s202504086@example.in,9628989992,Technical Entrance Test,2025-01-18 13:02:28,Fail
S202504087,Aakash,Mukherjee,24,Male,Delhi,Delhi,aakash.mukherjee.s202504087@example.in,7069978636,Technical Entrance Test,2025-01-18 14:53:22,Pass
S202504087,Aakash,Mukherjee,24,Male,Delhi,Delhi,aakash.mukherjee.s202504087@example.in,7069978636,IQ Test,2025-03-01 17:28:21,Fail
S202504088,Nisha,Joshi,22,Female,Chennai,Tamil Nadu,nisha.joshi.s202504088@example.in,6731271045,Technical Entrance Test,2025-01-18 15:11:22,Pass
S202504088,Nisha,Joshi,22,Female,Chennai,Tamil Nadu,nisha.joshi.s202504088@example.in,6731271045,IQ Test,2025-03-01 12:51:50,Fail
S202504089,Ishaan,Yadav,20,Male,Gurugram,Haryana,ishaan.yadav.s202504089@example.in,7549399523,Technical Entrance Test,2025-01-18 11:54:17,Fail
S202504090,Harsh,Yadav,21,Male,Jaipur,Rajasthan,harsh.yadav.s202504090@example.in,8301042727,Technical Entrance Test,2025-01-18 09:59:14,Fail
S202504091,Ananya,Kulkarni,21,Female,Kochi,Kerala,ananya.kulkarni.s202504091@example.in,9376422671,Technical Entrance Test,2025-01-18 09:03:16,Fail
S202504092,Harsh,Das,19,Male,Jaipur,Rajasthan,harsh.das.s202504092@example.in,7496013614,Technical Entrance Test,2025-01-18 15:30:37,Pass
